Gender,Age,BMI,Duration,Heart Rate,Body Temperature,Calorie Consumption
male,30,25.18,8.0,87.0,39.6,25.0
male,23,25.36,15.0,93.0,40.6,57.0
male,45,25.51,16.0,97.0,39.9,93.0
male,71,26.22,18.0,102.0,40.3,130.0
female,29,23.34,21.0,100.0,40.5,116.0
female,32,23.93,13.0,86.0,39.9,54.0
male,43,25.51,13.0,95.0,40.0,69.0
female,58,23.92,19.0,104.0,40.5,122.0
female,46,25.56,19.0,101.0,40.5,109.0
male,51,25.94,14.0,94.0,40.1,81.0
female,77,22.86,19.0,107.0,40.5,134.0
male,33,24.93,11.0,101.0,40.0,62.0
male,20,24.93,4.0,78.0,38.7,5.0
male,33,25.98,23.0,100.0,41.3,124.0
male,55,27.17,17.0,97.0,40.5,104.0
male,21,24.62,5.0,86.0,39.4,12.0
male,50,25.62,29.0,116.0,41.2,247.0
female,22,21.55,7.0,90.0,39.3,30.0
male,30,26.58,14.0,101.0,39.9,76.0
male,51,27.47,15.0,99.0,40.2,93.0
male,52,26.47,4.0,80.0,38.9,13.0
male,67,27.17,15.0,93.0,40.5,91.0
female,38,22.41,25.0,107.0,40.6,160.0
female,24,24.03,2.0,79.0,38.1,6.0
female,77,25.95,7.0,87.0,39.8,33.0
male,76,26.58,17.0,101.0,40.1,130.0
male,29,26.01,8.0,91.0,39.6,31.0
female,33,22.99,12.0,93.0,40.3,57.0
male,38,25.48,15.0,101.0,40.0,88.0
female,31,24.34,27.0,112.0,41.0,180.0
female,67,24.73,4.0,76.0,38.8,14.0
male,37,26.3,7.0,86.0,39.3,23.0
female,23,23.05,5.0,88.0,39.4,21.0
male,45,24.97,6.0,90.0,39.7,27.0
female,21,21.88,17.0,93.0,40.4,77.0
female,26,23.23,20.0,92.0,40.3,91.0
female,41,24.61,7.0,88.0,39.4,30.0
female,57,23.78,24.0,107.0,40.6,158.0
male,37,25.51,11.0,94.0,39.7,53.0
male,23,24.86,28.0,102.0,41.1,140.0
female,31,21.79,5.0,80.0,39.2,18.0
male,61,27.14,12.0,92.0,39.9,66.0
male,20,24.69,25.0,94.0,40.8,98.0
female,39,24.88,13.0,101.0,40.2,70.0
female,73,22.22,27.0,111.0,41.0,205.0
male,35,24.5,5.0,93.0,39.4,23.0
female,25,21.87,24.0,107.0,40.2,148.0
female,68,24.92,28.0,105.0,41.1,187.0
female,21,21.09,24.0,103.0,40.3,138.0
male,20,24.54,26.0,116.0,40.9,180.0
male,47,24.92,19.0,99.0,40.4,113.0
male,24,25.76,4.0,86.0,39.2,13.0
male,38,24.15,23.0,106.0,41.0,147.0
female,41,23.53,16.0,101.0,40.2,91.0
female,24,24.28,5.0,87.0,39.2,19.0
male,79,24.75,13.0,88.0,39.9,79.0
male,65,25.34,18.0,100.0,40.0,123.0
male,77,25.95,7.0,85.0,39.5,36.0
male,37,25.03,26.0,101.0,40.6,146.0
female,45,24.65,19.0,104.0,40.5,118.0
male,49,26.87,3.0,86.0,39.0,13.0
female,21,22.07,21.0,91.0,41.0,87.0
male,37,24.16,18.0,95.0,40.3,82.0
male,42,24.41,18.0,94.0,40.3,90.0
male,35,26.06,12.0,85.0,40.0,36.0
male,68,27.17,8.0,87.0,39.6,42.0
female,39,23.45,2.0,88.0,38.3,8.0
male,49,25.59,23.0,97.0,41.0,129.0
female,49,22.86,25.0,108.0,40.3,167.0
female,77,22.69,2.0,81.0,38.3,8.0
female,28,21.3,5.0,83.0,38.8,18.0
female,24,23.42,16.0,94.0,40.2,76.0
female,49,23.42,25.0,112.0,40.9,179.0
female,47,23.05,3.0,79.0,38.5,11.0
female,43,22.39,11.0,95.0,39.7,56.0
male,63,25.34,11.0,95.0,39.6,66.0
male,29,25.73,13.0,91.0,40.0,47.0
male,66,26.29,9.0,85.0,39.3,43.0
female,58,25.21,6.0,89.0,39.1,28.0
female,32,21.91,1.0,77.0,37.7,3.0
male,50,26.88,25.0,109.0,40.9,193.0
female,36,24.22,13.0,99.0,40.1,71.0
female,33,23.71,12.0,93.0,39.9,57.0
female,34,23.67,12.0,99.0,39.9,65.0
female,78,24.22,15.0,91.0,39.9,81.0
female,44,24.16,7.0,88.0,39.8,31.0
female,40,24.32,15.0,93.0,40.0,75.0
female,59,22.41,29.0,114.0,41.1,217.0
male,32,25.64,17.0,101.0,40.0,92.0
male,68,25.1,26.0,110.0,40.7,217.0
female,20,20.7,20.0,97.0,40.5,102.0
male,73,26.58,10.0,90.0,39.6,59.0
male,45,25.68,16.0,98.0,40.2,90.0
female,72,23.88,20.0,107.0,40.4,138.0
male,61,27.61,11.0,96.0,39.7,72.0
female,20,22.32,22.0,104.0,40.7,126.0
male,25,25.51,11.0,87.0,39.9,36.0
female,28,21.05,25.0,101.0,40.7,144.0
male,40,25.93,28.0,101.0,41.1,163.0
female,21,22.86,26.0,98.0,40.6,134.0
male,29,24.22,17.0,105.0,40.3,104.0
female,20,22.48,24.0,110.0,40.7,156.0
female,69,22.59,14.0,98.0,40.2,83.0
female,56,25.28,10.0,96.0,39.8,54.0
male,24,25.96,18.0,91.0,40.2,64.0
female,40,22.72,4.0,87.0,38.4,17.0
male,61,24.52,12.0,86.0,39.9,54.0
female,56,22.83,6.0,81.0,38.9,24.0
female,63,24.52,29.0,104.0,40.4,189.0
female,60,25.56,10.0,95.0,40.0,53.0
female,50,25.14,2.0,77.0,38.4,6.0
female,75,25.9,26.0,109.0,40.8,181.0
male,31,26.87,18.0,103.0,40.1,104.0
male,40,25.14,5.0,79.0,39.3,12.0
female,22,22.04,24.0,105.0,40.9,142.0
female,37,23.19,6.0,92.0,39.1,29.0
male,47,26.4,28.0,111.0,40.5,211.0
female,57,23.53,30.0,116.0,41.0,231.0
male,59,26.01,9.0,88.0,39.9,44.0
female,28,24.77,17.0,96.0,40.2,85.0
male,50,25.7,15.0,96.0,40.1,84.0
male,22,24.38,16.0,85.0,40.4,42.0
male,44,23.84,14.0,95.0,40.4,68.0
female,44,22.86,9.0,87.0,39.2,39.0
male,78,25.7,11.0,94.0,39.6,73.0
male,25,24.75,23.0,100.0,40.4,121.0
male,24,25.56,6.0,85.0,39.7,15.0
female,22,21.34,2.0,82.0,38.2,7.0
female,38,24.51,1.0,82.0,37.8,4.0
female,52,22.72,16.0,93.0,40.2,83.0
male,48,24.12,8.0,84.0,39.6,30.0
female,45,21.5,7.0,89.0,39.7,31.0
male,43,25.26,28.0,106.0,40.9,181.0
male,55,24.75,26.0,95.0,41.0,155.0
female,75,25.43,1.0,73.0,37.3,3.0
male,62,25.9,4.0,87.0,38.7,19.0
female,25,24.3,2.0,84.0,38.3,7.0
female,50,26.14,22.0,100.0,40.6,129.0
female,37,21.45,23.0,102.0,40.6,136.0
male,25,25.17,22.0,104.0,40.6,135.0
female,44,23.92,8.0,91.0,39.5,39.0
male,22,25.51,18.0,91.0,40.5,68.0
male,24,25.76,6.0,88.0,39.2,19.0
female,59,22.68,14.0,94.0,40.2,75.0
female,64,22.14,16.0,100.0,40.5,98.0
male,64,27.47,19.0,108.0,40.4,156.0
male,65,26.88,13.0,97.0,39.9,86.0
male,55,26.3,20.0,100.0,40.6,134.0
male,27,26.75,8.0,77.0,39.7,12.0
male,32,26.6,19.0,95.0,40.6,90.0
male,27,24.62,29.0,111.0,41.1,186.0
female,39,23.34,18.0,100.0,40.1,102.0
female,23,21.64,16.0,94.0,40.1,78.0
female,41,23.31,20.0,96.0,40.4,107.0
male,61,29.02,9.0,88.0,39.5,43.0
male,25,25.7,19.0,99.0,40.4,101.0
male,25,26.2,26.0,112.0,40.8,175.0
male,27,23.45,25.0,101.0,40.8,128.0
female,53,24.03,14.0,87.0,40.2,64.0
male,36,25.51,8.0,82.0,39.4,24.0
female,22,21.93,7.0,98.0,39.5,37.0
male,70,26.01,21.0,106.0,40.7,177.0
female,51,24.51,9.0,98.0,39.8,50.0
male,56,24.72,21.0,107.0,40.7,162.0
female,40,23.71,4.0,81.0,38.9,14.0
male,71,25.14,2.0,80.0,38.2,8.0
male,36,24.22,13.0,89.0,40.0,49.0
male,47,25.65,29.0,116.0,41.1,238.0
female,28,24.69,21.0,110.0,40.5,136.0
female,55,21.94,10.0,86.0,39.9,45.0
female,28,24.75,17.0,90.0,40.5,75.0
female,20,23.99,25.0,107.0,40.8,147.0
female,22,22.34,9.0,85.0,39.8,32.0
male,28,24.4,22.0,106.0,40.3,134.0
female,23,21.8,15.0,99.0,40.3,79.0
male,23,23.1,15.0,89.0,40.0,44.0
male,70,27.25,19.0,97.0,40.6,123.0
female,60,22.04,3.0,88.0,38.9,14.0
female,34,21.17,25.0,100.0,40.9,144.0
female,27,22.65,4.0,90.0,39.0,17.0
female,20,23.66,21.0,112.0,40.9,136.0
male,37,25.76,16.0,98.0,40.4,86.0
male,24,23.33,24.0,102.0,40.6,122.0
female,25,23.92,14.0,95.0,40.5,68.0
male,79,25.48,22.0,99.0,40.6,166.0
male,30,24.19,10.0,88.0,40.1,33.0
female,35,22.39,29.0,115.0,41.1,206.0
female,56,22.27,25.0,104.0,40.2,161.0
male,26,25.71,30.0,106.0,40.6,191.0
female,33,23.07,12.0,93.0,39.8,59.0
male,58,24.5,8.0,91.0,39.5,45.0
female,28,23.67,12.0,96.0,40.5,60.0
female,30,21.05,28.0,111.0,41.0,188.0
female,24,23.62,15.0,89.0,40.1,63.0
female,52,22.07,15.0,97.0,40.1,86.0
female,57,24.68,5.0,86.0,39.5,22.0
male,68,24.75,21.0,111.0,40.9,190.0
male,39,24.67,14.0,88.0,40.2,55.0
male,50,25.71,11.0,85.0,40.1,44.0
female,50,23.74,5.0,81.0,39.2,19.0
female,33,22.49,6.0,84.0,39.1,24.0
female,63,23.67,25.0,101.0,40.8,153.0
female,58,24.91,11.0,97.0,40.1,61.0
male,59,28.38,27.0,102.0,41.0,185.0
female,20,23.95,9.0,96.0,39.5,43.0
female,70,23.59,27.0,109.0,40.4,192.0
male,71,26.02,22.0,104.0,40.6,179.0
female,37,23.92,18.0,104.0,40.5,110.0
female,33,23.62,4.0,83.0,39.0,14.0
male,28,24.94,30.0,111.0,41.0,207.0
male,25,25.99,19.0,96.0,40.5,84.0
female,69,25.21,20.0,104.0,40.4,129.0
male,23,22.48,4.0,76.0,38.9,5.0
male,60,25.59,5.0,95.0,39.1,29.0
male,55,23.81,23.0,108.0,41.0,171.0
female,29,23.99,17.0,99.0,40.1,88.0
female,30,21.83,19.0,92.0,40.3,89.0
male,50,25.91,30.0,113.0,40.8,236.0
male,36,25.64,17.0,93.0,40.6,75.0
male,35,25.68,17.0,95.0,40.3,80.0
male,38,25.0,8.0,87.0,39.7,32.0
female,40,23.41,26.0,101.0,41.2,146.0
female,50,22.38,4.0,85.0,39.2,17.0
male,26,25.18,25.0,107.0,40.3,148.0
male,23,25.35,22.0,99.0,40.7,99.0
female,78,20.96,18.0,104.0,40.1,124.0
male,69,26.54,28.0,112.0,40.9,249.0
male,25,24.72,2.0,89.0,37.6,6.0
female,69,23.66,6.0,85.0,39.2,27.0
male,33,25.43,2.0,83.0,38.3,5.0
male,26,26.02,14.0,93.0,40.3,60.0
female,55,24.69,29.0,104.0,40.3,184.0
male,58,25.24,23.0,106.0,40.5,176.0
male,36,26.23,23.0,109.0,40.6,157.0
female,26,22.28,1.0,75.0,37.8,3.0
female,20,23.68,28.0,109.0,41.1,179.0
female,63,23.51,13.0,90.0,39.9,65.0
female,73,22.6,18.0,97.0,40.2,105.0
female,21,21.36,22.0,103.0,40.6,125.0
male,46,24.0,20.0,99.0,40.4,110.0
male,46,24.21,16.0,91.0,40.5,70.0
female,24,24.26,19.0,96.0,40.5,91.0
male,35,25.03,23.0,105.0,40.5,141.0
male,24,24.34,5.0,87.0,39.1,13.0
female,20,21.05,14.0,90.0,40.2,60.0
male,61,25.73,27.0,101.0,40.8,187.0
male,30,24.8,4.0,78.0,38.8,6.0
male,22,24.76,27.0,106.0,40.4,152.0
female,59,23.5,2.0,85.0,38.0,9.0
female,26,22.53,14.0,99.0,40.0,72.0
female,54,24.03,14.0,95.0,40.1,76.0
female,30,24.16,6.0,89.0,39.4,25.0
male,43,24.42,10.0,97.0,39.6,53.0
female,40,23.66,11.0,94.0,39.7,54.0
male,56,26.26,22.0,101.0,40.4,146.0
female,21,21.27,18.0,98.0,40.2,90.0
female,22,21.23,29.0,111.0,40.8,194.0
male,71,26.09,19.0,98.0,40.4,128.0
male,33,26.59,17.0,91.0,40.1,70.0
male,20,23.95,13.0,91.0,39.8,46.0
male,76,27.8,14.0,92.0,40.3,94.0
male,51,26.56,10.0,85.0,39.7,40.0
male,20,25.97,2.0,78.0,38.3,2.0
female,73,21.83,6.0,89.0,39.1,31.0
male,23,25.18,16.0,103.0,40.3,86.0
female,20,23.74,5.0,82.0,39.4,17.0
female,22,24.02,21.0,95.0,40.1,100.0
female,36,21.88,23.0,103.0,40.7,135.0
female,73,23.53,2.0,79.0,38.4,8.0
male,24,25.56,3.0,75.0,38.6,3.0
male,27,24.93,28.0,106.0,40.4,170.0
female,45,23.11,8.0,85.0,39.5,34.0
male,73,26.15,22.0,102.0,40.8,165.0
male,54,25.83,20.0,95.0,39.7,110.0
female,38,24.22,13.0,91.0,39.9,59.0
female,20,23.05,17.0,95.0,40.4,80.0
male,42,24.38,2.0,79.0,38.7,5.0
female,60,23.94,5.0,85.0,39.1,22.0
male,73,24.02,3.0,81.0,38.5,13.0
female,22,22.96,19.0,93.0,40.6,82.0
female,60,21.91,7.0,87.0,39.7,33.0
female,32,21.79,12.0,101.0,40.4,69.0
male,21,24.96,20.0,91.0,40.7,63.0
male,41,24.44,4.0,80.0,38.8,10.0
male,66,26.4,20.0,100.0,40.6,133.0
male,50,26.33,29.0,111.0,40.8,222.0
female,59,22.96,10.0,92.0,39.9,55.0
female,74,24.59,5.0,90.0,38.7,27.0
female,22,21.45,21.0,105.0,40.4,124.0
male,41,25.71,19.0,97.0,40.1,101.0
female,24,22.89,30.0,109.0,40.9,193.0
male,23,24.74,22.0,102.0,40.5,106.0
male,33,24.67,21.0,105.0,40.5,130.0
male,27,23.77,6.0,87.0,39.1,18.0
male,59,27.42,25.0,107.0,40.7,199.0
male,41,26.59,23.0,105.0,40.9,153.0
male,44,24.67,3.0,85.0,38.9,13.0
male,66,25.25,17.0,98.0,40.5,118.0
female,26,21.6,21.0,109.0,40.3,136.0
male,29,25.9,28.0,96.0,41.0,126.0
male,34,24.49,3.0,84.0,38.6,9.0
male,60,27.4,24.0,104.0,40.2,172.0
female,22,23.05,27.0,112.0,40.9,179.0
male,20,24.52,7.0,90.0,39.5,22.0
male,64,26.33,6.0,80.0,39.3,22.0
female,78,24.26,22.0,101.0,40.6,138.0
female,56,22.21,16.0,97.0,40.4,92.0
male,20,24.03,23.0,97.0,40.6,94.0
female,50,22.58,19.0,100.0,40.7,112.0
male,36,25.59,25.0,103.0,40.6,147.0
female,27,24.14,28.0,114.0,40.7,196.0
male,38,24.75,16.0,100.0,40.2,94.0
male,25,24.49,9.0,86.0,39.7,24.0
male,64,26.59,21.0,102.0,40.2,153.0
male,28,25.42,24.0,95.0,40.5,105.0
male,26,24.41,17.0,109.0,40.5,110.0
male,56,24.41,3.0,85.0,38.7,13.0
female,55,22.46,2.0,76.0,38.0,7.0
female,23,24.46,16.0,90.0,40.1,70.0
female,65,22.81,21.0,105.0,40.9,142.0
male,44,24.73,3.0,83.0,38.8,11.0
male,20,24.69,6.0,82.0,39.2,11.0
male,52,25.13,26.0,98.0,40.7,155.0
female,41,22.55,17.0,93.0,40.1,85.0
female,34,22.39,14.0,94.0,40.2,68.0
male,65,26.88,24.0,102.0,40.7,176.0
female,37,22.79,26.0,104.0,40.8,155.0
female,25,21.09,13.0,86.0,40.4,52.0
male,29,25.48,3.0,91.0,38.7,12.0
female,24,21.22,16.0,101.0,40.1,87.0
female,27,25.43,30.0,112.0,40.9,195.0
male,41,25.17,29.0,110.0,40.7,212.0
male,36,25.49,15.0,98.0,40.3,80.0
male,26,23.19,24.0,104.0,40.7,137.0
male,53,25.08,22.0,103.0,40.5,148.0
male,68,27.13,11.0,102.0,39.8,84.0
female,41,20.62,28.0,102.0,40.9,166.0
male,30,23.33,12.0,95.0,40.1,52.0
male,20,24.44,27.0,108.0,40.6,153.0
female,21,21.8,9.0,94.0,39.8,42.0
male,44,26.7,6.0,86.0,38.9,22.0
female,49,24.06,8.0,87.0,39.7,34.0
female,33,21.99,18.0,99.0,40.5,99.0
male,78,24.82,21.0,102.0,40.1,160.0
male,79,26.49,13.0,88.0,40.5,74.0
male,63,26.94,16.0,92.0,40.1,98.0
female,22,24.35,1.0,81.0,38.0,3.0
male,23,23.96,21.0,102.0,40.8,107.0
male,21,25.77,21.0,97.0,40.5,97.0
male,39,26.45,16.0,86.0,40.1,55.0
female,22,22.41,19.0,100.0,40.4,101.0
male,36,24.41,10.0,83.0,40.2,30.0
female,27,21.2,5.0,87.0,39.2,20.0
female,25,20.52,25.0,112.0,40.8,168.0
male,24,24.3,1.0,76.0,38.0,1.0
female,72,23.33,23.0,110.0,40.5,163.0
male,39,25.8,22.0,99.0,40.5,118.0
male,55,26.04,19.0,99.0,40.6,123.0
female,25,23.46,15.0,96.0,40.2,74.0
male,20,23.89,21.0,103.0,40.4,106.0
female,22,22.19,3.0,92.0,38.6,14.0
male,24,24.99,11.0,93.0,40.0,47.0
female,71,23.31,10.0,90.0,39.8,52.0
male,79,26.04,27.0,106.0,40.7,234.0
male,50,26.04,11.0,94.0,39.9,60.0
male,23,24.54,21.0,101.0,40.6,105.0
male,66,25.4,25.0,106.0,40.4,196.0
male,74,25.59,23.0,109.0,40.5,214.0
male,49,26.78,12.0,94.0,40.2,68.0
male,24,25.77,25.0,105.0,40.8,147.0
male,48,24.72,14.0,100.0,40.1,88.0
male,20,26.53,30.0,106.0,40.8,181.0
male,33,26.32,15.0,89.0,40.2,58.0
female,44,23.94,17.0,105.0,40.4,105.0
female,74,23.12,15.0,92.0,40.1,78.0
male,37,24.54,15.0,97.0,40.0,76.0
male,28,24.72,17.0,100.0,40.5,90.0
male,38,26.57,15.0,91.0,40.1,64.0
male,28,26.28,4.0,86.0,39.3,12.0
male,30,27.13,22.0,114.0,40.7,174.0
male,53,25.25,2.0,81.0,38.2,7.0
female,62,24.31,3.0,84.0,39.1,13.0
female,46,25.21,4.0,86.0,38.6,17.0
female,35,21.99,12.0,94.0,39.9,60.0
female,61,23.19,14.0,95.0,40.2,78.0
male,45,25.77,17.0,94.0,40.3,89.0
female,53,21.64,23.0,97.0,40.4,131.0
female,20,24.65,4.0,73.0,38.9,10.0
male,73,26.88,24.0,107.0,41.1,204.0
male,38,25.95,14.0,95.0,40.4,65.0
female,28,23.12,8.0,85.0,39.9,31.0
female,37,22.21,20.0,109.0,40.7,132.0
female,23,21.26,22.0,94.0,40.3,105.0
female,38,21.87,25.0,106.0,41.0,157.0
male,40,26.55,5.0,91.0,39.1,23.0
male,28,27.38,25.0,113.0,40.7,174.0
female,70,22.6,10.0,86.0,39.7,48.0
female,42,23.94,21.0,95.0,40.6,105.0
female,24,24.24,14.0,90.0,39.7,60.0
female,21,21.91,19.0,101.0,40.5,105.0
female,63,24.44,30.0,106.0,40.9,202.0
female,27,22.38,16.0,91.0,40.3,73.0
female,52,24.86,19.0,100.0,40.5,109.0
female,59,23.53,18.0,96.0,40.2,101.0
female,24,22.77,4.0,83.0,38.9,14.0
male,44,24.38,21.0,100.0,40.9,120.0
male,31,26.26,27.0,115.0,41.0,204.0
female,51,22.48,2.0,82.0,38.2,8.0
male,42,25.59,15.0,85.0,40.4,52.0
female,29,24.92,27.0,111.0,40.7,179.0
male,23,24.69,27.0,108.0,40.8,167.0
male,29,26.04,4.0,76.0,38.8,7.0
male,25,23.6,18.0,99.0,40.2,87.0
male,52,26.58,4.0,72.0,38.8,8.0
male,71,25.08,14.0,97.0,40.1,94.0
female,79,21.87,5.0,82.0,38.8,22.0
female,60,22.21,28.0,102.0,40.4,176.0
female,30,21.23,24.0,100.0,40.7,135.0
female,27,22.31,12.0,94.0,39.7,57.0
male,55,26.3,16.0,92.0,40.4,88.0
male,47,27.33,26.0,102.0,40.6,175.0
female,20,24.28,3.0,79.0,38.5,9.0
male,79,26.47,13.0,96.0,40.3,90.0
male,24,24.22,29.0,99.0,41.2,128.0
female,38,21.79,28.0,105.0,41.1,177.0
female,63,22.63,2.0,81.0,38.2,9.0
female,71,22.94,24.0,109.0,40.7,174.0
male,20,23.33,14.0,96.0,39.9,56.0
male,60,23.87,27.0,109.0,40.6,218.0
male,76,26.31,8.0,93.0,39.7,52.0
male,48,27.02,25.0,102.0,40.2,156.0
male,33,24.5,30.0,108.0,40.8,205.0
male,51,26.26,25.0,104.0,40.3,180.0
female,20,23.8,15.0,101.0,40.1,81.0
female,22,21.05,8.0,89.0,39.6,34.0
male,63,25.42,12.0,93.0,39.8,69.0
male,33,24.25,23.0,98.0,40.8,115.0
male,22,22.4,5.0,86.0,39.3,13.0
male,47,26.87,18.0,94.0,40.7,93.0
female,22,23.8,17.0,95.0,40.3,81.0
male,28,24.62,8.0,89.0,39.9,26.0
female,38,24.24,9.0,93.0,39.5,43.0
female,50,22.76,5.0,89.0,38.7,24.0
male,20,23.96,11.0,97.0,39.8,49.0
female,21,22.99,8.0,90.0,39.5,36.0
female,65,21.46,6.0,83.0,39.3,25.0
male,20,24.08,11.0,91.0,40.1,37.0
male,25,25.31,27.0,104.0,40.7,144.0
female,31,22.71,25.0,114.0,40.9,168.0
female,39,24.61,17.0,90.0,40.4,77.0
male,34,25.56,9.0,95.0,39.7,41.0
male,73,25.69,4.0,85.0,38.9,19.0
male,28,24.88,13.0,97.0,40.1,61.0
male,57,26.58,18.0,93.0,40.5,99.0
female,59,23.37,15.0,87.0,40.6,66.0
male,70,27.1,27.0,106.0,40.6,216.0
female,20,23.26,23.0,99.0,41.1,118.0
female,25,24.01,4.0,83.0,39.1,14.0
female,23,23.11,16.0,97.0,40.0,80.0
female,23,25.51,21.0,93.0,41.0,100.0
male,28,25.99,20.0,107.0,40.5,124.0
female,52,23.61,21.0,105.0,40.3,136.0
male,56,25.74,25.0,99.0,40.5,160.0
female,38,22.68,23.0,101.0,40.7,132.0
male,44,24.45,10.0,85.0,39.7,33.0
female,58,22.86,17.0,98.0,39.9,99.0
female,51,21.62,28.0,107.0,40.9,191.0
male,66,24.58,6.0,76.0,39.1,19.0
male,59,27.29,23.0,106.0,40.5,183.0
male,54,25.17,8.0,92.0,39.3,42.0
male,21,24.07,14.0,105.0,40.2,75.0
male,24,25.49,17.0,110.0,40.5,112.0
female,77,23.95,21.0,107.0,40.7,147.0
female,53,22.13,3.0,74.0,38.8,8.0
male,51,24.0,25.0,114.0,40.9,214.0
female,64,24.74,12.0,95.0,40.3,66.0
male,51,25.56,8.0,85.0,39.4,31.0
female,21,21.63,15.0,94.0,40.1,70.0
female,22,22.99,5.0,84.0,39.3,19.0
male,53,24.64,12.0,93.0,40.1,64.0
female,59,24.74,23.0,106.0,41.1,151.0
female,20,22.13,3.0,79.0,39.1,9.0
male,63,25.47,26.0,105.0,41.0,192.0
male,60,26.04,2.0,72.0,38.1,5.0
female,53,23.55,6.0,91.0,39.2,28.0
male,69,27.45,14.0,97.0,40.0,93.0
male,27,25.03,18.0,105.0,40.3,103.0
male,75,26.57,11.0,94.0,39.9,72.0
female,36,23.62,16.0,94.0,39.9,77.0
male,23,23.12,25.0,102.0,40.9,121.0
male,28,25.77,25.0,109.0,40.8,167.0
male,25,25.0,15.0,91.0,40.2,53.0
male,76,25.85,7.0,94.0,39.3,50.0
male,73,23.84,11.0,94.0,39.9,67.0
female,31,24.22,13.0,92.0,40.1,61.0
male,43,25.11,9.0,83.0,39.8,29.0
female,72,23.92,17.0,102.0,40.5,110.0
female,31,23.88,22.0,90.0,40.6,97.0
female,72,24.88,5.0,84.0,39.4,23.0
female,75,24.3,25.0,105.0,40.5,170.0
female,24,22.28,5.0,82.0,38.7,16.0
female,32,23.73,25.0,107.0,40.9,158.0
male,30,25.03,19.0,101.0,40.4,100.0
female,27,24.24,30.0,104.0,40.6,174.0
female,74,24.91,6.0,84.0,39.4,27.0
female,67,22.91,4.0,80.0,39.1,16.0
male,31,25.75,17.0,98.0,40.3,86.0
female,35,21.56,7.0,94.0,39.7,35.0
female,27,24.44,7.0,82.0,39.3,25.0
male,26,26.84,17.0,83.0,40.5,47.0
female,60,23.92,17.0,93.0,40.5,90.0
male,32,23.55,2.0,72.0,37.6,2.0
male,23,26.26,3.0,83.0,38.6,7.0
male,37,25.77,29.0,119.0,40.7,250.0
male,28,24.72,30.0,108.0,41.1,186.0
female,24,23.39,2.0,79.0,38.2,6.0
male,66,24.73,16.0,96.0,40.3,97.0
female,28,23.23,19.0,93.0,40.7,89.0
female,25,24.32,6.0,89.0,39.0,26.0
female,31,23.6,14.0,93.0,40.3,65.0
female,34,22.04,5.0,91.0,39.3,23.0
female,40,22.05,3.0,82.0,38.3,12.0
male,21,24.62,28.0,105.0,40.9,150.0
female,43,24.03,17.0,99.0,40.4,96.0
male,44,26.58,14.0,88.0,39.7,58.0
female,47,25.11,3.0,79.0,39.0,11.0
female,28,23.46,29.0,107.0,41.1,185.0
female,23,22.76,24.0,98.0,40.6,123.0
male,31,25.65,27.0,125.0,40.7,237.0
female,67,25.46,21.0,98.0,40.3,122.0
female,21,24.14,24.0,106.0,40.7,145.0
female,23,23.83,21.0,102.0,40.6,118.0
female,42,22.1,19.0,95.0,40.7,99.0
female,24,24.16,17.0,88.0,40.5,67.0
male,52,25.22,3.0,90.0,38.3,15.0
female,44,24.26,28.0,109.0,41.3,182.0
female,54,24.84,10.0,90.0,39.6,48.0
male,25,24.59,28.0,106.0,40.8,165.0
male,35,25.17,26.0,108.0,41.1,174.0
female,75,23.5,25.0,105.0,40.6,165.0
male,27,24.73,8.0,87.0,39.4,26.0
male,65,26.04,28.0,112.0,40.5,251.0
male,42,25.65,28.0,111.0,41.0,202.0
male,21,24.25,9.0,94.0,39.9,34.0
female,28,22.64,13.0,97.0,39.9,68.0
male,43,26.0,16.0,100.0,40.4,94.0
male,52,27.74,7.0,94.0,39.5,39.0
male,50,26.31,23.0,100.0,40.8,146.0
female,27,22.52,19.0,98.0,40.4,102.0
female,21,22.41,21.0,92.0,40.8,94.0
female,51,23.38,6.0,82.0,39.7,23.0
female,20,23.15,12.0,103.0,40.3,68.0
female,35,24.22,22.0,104.0,40.7,130.0
female,26,23.53,13.0,92.0,40.1,60.0
female,30,22.15,11.0,87.0,39.7,45.0
male,69,26.54,7.0,89.0,39.4,38.0
male,52,26.86,7.0,88.0,39.6,33.0
female,35,24.24,10.0,89.0,39.4,44.0
male,57,27.15,29.0,116.0,41.1,266.0
male,42,24.7,2.0,87.0,38.0,8.0
female,64,21.93,6.0,87.0,39.4,29.0
male,31,25.76,13.0,94.0,39.8,59.0
male,38,25.31,22.0,105.0,40.3,134.0
female,46,21.89,3.0,94.0,38.5,15.0
female,37,22.21,8.0,92.0,39.7,38.0
male,33,26.02,1.0,80.0,38.2,3.0
male,23,25.35,2.0,89.0,38.0,6.0
female,21,24.22,25.0,105.0,40.2,147.0
male,25,26.04,28.0,105.0,40.8,166.0
female,69,24.62,12.0,91.0,40.1,60.0
female,67,22.21,25.0,107.0,40.6,173.0
female,57,24.65,14.0,95.0,40.4,76.0
male,46,24.54,2.0,81.0,38.0,6.0
female,21,21.34,18.0,107.0,40.2,111.0
male,20,25.2,16.0,96.0,40.1,67.0
male,53,26.04,4.0,92.0,38.5,21.0
female,29,22.76,9.0,91.0,39.7,41.0
male,25,25.08,1.0,79.0,37.8,2.0
female,78,24.34,1.0,72.0,38.0,3.0
male,48,24.42,22.0,105.0,40.8,148.0
female,43,21.91,15.0,87.0,39.9,67.0
